make: se entra en el directorio '/home/jako/aquora/core_physics'
make: No se hace nada para 'all'.
make: se sale del directorio '/home/jako/aquora/core_physics'
======================================================================
  H7 AUTO-GOVERNOR — Thermodynamic Closed-Loop Control
  Mode: DAEMON
======================================================================

🚀 Iniciando Extractor de Bits H7 para Job: which-pink-counter
============================================================
📦 [CACHE] Recuperados 768 bits de entropía local.
[OS:18720] TURBULENTO | Lam: 0.152 | Load: 0.646
[OS:18730] TURBULENTO | Lam: 0.465 | Load: 0.627
[OS:18740] LAMINAR | Lam: 0.567 | Load: 0.609
[OS:18750] LAMINAR | Lam: 0.959 | Load: 0.834
[OS:18760] LAMINAR | Lam: 0.841 | Load: 0.578
[OS:18770] TURBULENTO | Lam: 0.373 | Load: 0.745
[OS:18780] TURBULENTO | Lam: 0.344 | Load: 0.766
[OS:18790] LAMINAR | Lam: 0.966 | Load: 0.838
[OS:18800] TURBULENTO | Lam: 0.020 | Load: 0.440
[OS:18810] LAMINAR | Lam: 0.545 | Load: 0.950
[OS:18820] LAMINAR | Lam: 0.762 | Load: 0.884
[OS:18830] TURBULENTO | Lam: 0.096 | Load: 0.345
[OS:18840] TURBULENTO | Lam: 0.083 | Load: 0.350
[OS:18850] TURBULENTO | Lam: 0.140 | Load: 0.597
[OS:18860] LAMINAR | Lam: 0.708 | Load: 0.777
[OS:18870] TURBULENTO | Lam: 0.157 | Load: 0.346
[OS:18880] LAMINAR | Lam: 0.864 | Load: 0.796
[OS:18890] LAMINAR | Lam: 0.547 | Load: 0.653
[OS:18900] TURBULENTO | Lam: 0.210 | Load: 0.665
[OS:18910] LAMINAR | Lam: 0.787 | Load: 0.670
[OS:18920] LAMINAR | Lam: 0.988 | Load: 0.697
[OS:18930] TURBULENTO | Lam: 0.120 | Load: 0.695
[OS:18940] TURBULENTO | Lam: 0.287 | Load: 0.790
[OS:18950] LAMINAR | Lam: 0.942 | Load: 0.761
[OS:18960] TURBULENTO | Lam: 0.410 | Load: 0.632
[OS:18970] LAMINAR | Lam: 0.724 | Load: 0.617
[OS:18980] LAMINAR | Lam: 0.899 | Load: 0.848
[OS:18990] LAMINAR | Lam: 0.601 | Load: 0.614
[OS:19000] LAMINAR | Lam: 0.512 | Load: 0.674
[OS:19010] TURBULENTO | Lam: 0.402 | Load: 0.745
[OS:19020] LAMINAR | Lam: 0.582 | Load: 0.785
[OS:19030] TURBULENTO | Lam: 0.365 | Load: 0.570
[OS:19040] TURBULENTO | Lam: 0.220 | Load: 0.379
[OS:19050] TURBULENTO | Lam: 0.221 | Load: 0.388
[OS:19060] TURBULENTO | Lam: 0.389 | Load: 0.528
[OS:19070] LAMINAR | Lam: 0.653 | Load: 0.686
[OS:19080] LAMINAR | Lam: 0.622 | Load: 0.781
[OS:19090] LAMINAR | Lam: 0.735 | Load: 1.043
[OS:19100] TURBULENTO | Lam: 0.068 | Load: 0.574
[OS:19110] LAMINAR | Lam: 0.954 | Load: 0.739
[OS:19120] LAMINAR | Lam: 0.528 | Load: 0.814
[OS:19130] TURBULENTO | Lam: 0.386 | Load: 0.696
[OS:19140] TURBULENTO | Lam: 0.042 | Load: 0.827
[OS:19150] TURBULENTO | Lam: 0.491 | Load: 0.700
[OS:19160] LAMINAR | Lam: 0.832 | Load: 0.792
[OS:19170] TURBULENTO | Lam: 0.431 | Load: 0.840
[OS:19180] LAMINAR | Lam: 0.967 | Load: 1.008
[OS:19190] LAMINAR | Lam: 0.599 | Load: 0.886
[OS:19200] LAMINAR | Lam: 0.883 | Load: 0.835
[OS:19210] TURBULENTO | Lam: 0.447 | Load: 0.621
[OS:19220] TURBULENTO | Lam: 0.075 | Load: 0.555
[OS:19230] TURBULENTO | Lam: 0.223 | Load: 0.652
[OS:19240] LAMINAR | Lam: 0.857 | Load: 0.791
[OS:19250] LAMINAR | Lam: 0.914 | Load: 0.987
[OS:19260] LAMINAR | Lam: 0.926 | Load: 0.833
[OS:19270] TURBULENTO | Lam: 0.454 | Load: 0.544
[OS:19280] TURBULENTO | Lam: 0.319 | Load: 0.746
[OS:19290] TURBULENTO | Lam: 0.396 | Load: 0.696
[OS:19300] LAMINAR | Lam: 0.968 | Load: 0.791
[OS:19310] TURBULENTO | Lam: 0.222 | Load: 0.574
[OS:19320] LAMINAR | Lam: 0.700 | Load: 0.585
[OS:19330] LAMINAR | Lam: 0.878 | Load: 0.806
[OS:19340] LAMINAR | Lam: 0.916 | Load: 0.848
[OS:19350] LAMINAR | Lam: 0.742 | Load: 0.812
[OS:19360] LAMINAR | Lam: 0.622 | Load: 0.834
[OS:19370] TURBULENTO | Lam: 0.397 | Load: 0.917
[OS:19380] LAMINAR | Lam: 0.900 | Load: 0.988
[OS:19390] LAMINAR | Lam: 0.791 | Load: 0.882
[OS:19400] LAMINAR | Lam: 0.941 | Load: 0.768
[OS:19410] LAMINAR | Lam: 0.927 | Load: 1.089
[OS:19420] TURBULENTO | Lam: 0.027 | Load: 0.570
[OS:19430] LAMINAR | Lam: 0.586 | Load: 0.762
[OS:19440] LAMINAR | Lam: 0.565 | Load: 0.630
[OS:19450] TURBULENTO | Lam: 0.098 | Load: 0.559
[OS:19460] TURBULENTO | Lam: 0.122 | Load: 0.386
[OS:19470] TURBULENTO | Lam: 0.306 | Load: 0.568
[OS:19480] TURBULENTO | Lam: 0.148 | Load: 0.688
[OS:19490] LAMINAR | Lam: 0.669 | Load: 0.892
[OS:19500] LAMINAR | Lam: 0.778 | Load: 0.706
[OS:19510] LAMINAR | Lam: 0.520 | Load: 0.842
[OS:19520] LAMINAR | Lam: 0.541 | Load: 0.758
[OS:19530] LAMINAR | Lam: 0.909 | Load: 0.877
[OS:19540] TURBULENTO | Lam: 0.463 | Load: 0.816
[OS:19550] LAMINAR | Lam: 0.860 | Load: 0.990
[OS:19560] LAMINAR | Lam: 0.768 | Load: 0.852
[OS:19570] TURBULENTO | Lam: 0.437 | Load: 0.792
[OS:19580] TURBULENTO | Lam: 0.111 | Load: 0.606
[OS:19590] TURBULENTO | Lam: 0.143 | Load: 0.473
[OS:19600] TURBULENTO | Lam: 0.112 | Load: 0.625
[OS:19610] TURBULENTO | Lam: 0.067 | Load: 0.565
[OS:19620] TURBULENTO | Lam: 0.278 | Load: 0.462
[OS:19630] TURBULENTO | Lam: 0.460 | Load: 0.726
[OS:19640] LAMINAR | Lam: 0.561 | Load: 0.658
[OS:19650] TURBULENTO | Lam: 0.121 | Load: 0.446
[OS:19660] TURBULENTO | Lam: 0.412 | Load: 0.601
[OS:19670] LAMINAR | Lam: 0.877 | Load: 0.803
[OS:19680] TURBULENTO | Lam: 0.483 | Load: 0.887

🛑 Recibida señal de parada. Guardando estado metripléctico...

🛑 Recibida señal de parada. Guardando estado metripléctico...

------------------------------------------------------------
  ACTION: Compiling High-Performance C Kernel (Metriplex Core)
  CMD:    make -C core_physics/
------------------------------------------------------------

make: se entra en el directorio '/home/jako/aquora/core_physics'
make: No se hace nada para 'all'.
make: se sale del directorio '/home/jako/aquora/core_physics'

------------------------------------------------------------
  ACTION: Activating H7 Metriplectic OS (Quantum Radar + Auto-Governor)
  CMD:    /home/jako/aquora/env/bin/python h7_auto_governor.py --daemon
------------------------------------------------------------

======================================================================
  H7 AUTO-GOVERNOR — Quantum Collapse Mode
  Mode: DAEMON
======================================================================

🚀 Iniciando Extractor de Bits H7 para Job: which-pink-counter
============================================================
📦 [CACHE] Recuperados 768 bits de entropía local.
[OS:00000] TURBULENTO | Gap Cuántico: 0.2090 | Load: 0.810
[OS:00005] TURBULENTO | Gap Cuántico: 0.1957 | Load: 0.359
[OS:00010] TURBULENTO | Gap Cuántico: 0.2036 | Load: 0.256
[OS:00015] TURBULENTO | Gap Cuántico: 0.1941 | Load: 0.239
[OS:00020] TURBULENTO | Gap Cuántico: 0.1887 | Load: 0.234
[OS:00025] TURBULENTO | Gap Cuántico: 0.1863 | Load: 0.221
[OS:00030] TURBULENTO | Gap Cuántico: 0.2392 | Load: 0.230
[OS:00035] TURBULENTO | Gap Cuántico: 0.1849 | Load: 0.232
[OS:00040] TURBULENTO | Gap Cuántico: 0.2068 | Load: 0.233
[OS:00045] TURBULENTO | Gap Cuántico: 0.1883 | Load: 0.228
[OS:00050] TURBULENTO | Gap Cuántico: 0.1927 | Load: 0.229
[OS:00055] TURBULENTO | Gap Cuántico: 0.2239 | Load: 0.233
[OS:00060] TURBULENTO | Gap Cuántico: 0.1944 | Load: 0.236
[OS:00065] TURBULENTO | Gap Cuántico: 0.2383 | Load: 0.230
[OS:00070] TURBULENTO | Gap Cuántico: 0.2073 | Load: 0.221
[OS:00075] TURBULENTO | Gap Cuántico: 0.2349 | Load: 0.229
[OS:00080] TURBULENTO | Gap Cuántico: 0.1755 | Load: 0.222
[OS:00085] TURBULENTO | Gap Cuántico: 0.1913 | Load: 0.220
[OS:00090] TURBULENTO | Gap Cuántico: 0.2423 | Load: 0.230
[OS:00095] TURBULENTO | Gap Cuántico: 0.2424 | Load: 0.234
[OS:00100] TURBULENTO | Gap Cuántico: 0.1763 | Load: 0.232
[OS:00105] TURBULENTO | Gap Cuántico: 0.1932 | Load: 0.233
[OS:00110] TURBULENTO | Gap Cuántico: 0.1759 | Load: 0.224
[OS:00115] TURBULENTO | Gap Cuántico: 0.1860 | Load: 0.226
[OS:00120] TURBULENTO | Gap Cuántico: 0.1774 | Load: 0.217
[OS:00125] TURBULENTO | Gap Cuántico: 0.2102 | Load: 0.229
[OS:00130] TURBULENTO | Gap Cuántico: 0.2328 | Load: 0.233
[OS:00135] TURBULENTO | Gap Cuántico: 0.1864 | Load: 0.233
[OS:00140] TURBULENTO | Gap Cuántico: 0.2085 | Load: 0.223
[OS:00145] TURBULENTO | Gap Cuántico: 0.2349 | Load: 0.223
[OS:00150] TURBULENTO | Gap Cuántico: 0.2068 | Load: 0.237
[OS:00155] TURBULENTO | Gap Cuántico: 0.2141 | Load: 0.229
[OS:00160] TURBULENTO | Gap Cuántico: 0.1999 | Load: 0.231
[OS:00165] TURBULENTO | Gap Cuántico: 0.1887 | Load: 0.227
[OS:00170] TURBULENTO | Gap Cuántico: 0.2309 | Load: 0.230
[OS:00175] TURBULENTO | Gap Cuántico: 0.1958 | Load: 0.238
[OS:00180] TURBULENTO | Gap Cuántico: 0.2138 | Load: 0.223
[OS:00185] TURBULENTO | Gap Cuántico: 0.1889 | Load: 0.229
[OS:00190] TURBULENTO | Gap Cuántico: 0.2132 | Load: 0.230
[OS:00195] TURBULENTO | Gap Cuántico: 0.2147 | Load: 0.238
[OS:00200] TURBULENTO | Gap Cuántico: 0.1893 | Load: 0.229
[OS:00205] TURBULENTO | Gap Cuántico: 0.1870 | Load: 0.229
[OS:00210] TURBULENTO | Gap Cuántico: 0.1958 | Load: 0.231
[OS:00215] TURBULENTO | Gap Cuántico: 0.2124 | Load: 0.242
[OS:00220] TURBULENTO | Gap Cuántico: 0.2416 | Load: 0.233
[OS:00225] TURBULENTO | Gap Cuántico: 0.1883 | Load: 0.229
[OS:00230] TURBULENTO | Gap Cuántico: 0.2161 | Load: 0.231
[OS:00235] TURBULENTO | Gap Cuántico: 0.2157 | Load: 0.231
[OS:00240] TURBULENTO | Gap Cuántico: 0.2201 | Load: 0.227
[OS:00245] TURBULENTO | Gap Cuántico: 0.2369 | Load: 0.230
[OS:00250] TURBULENTO | Gap Cuántico: 0.1905 | Load: 0.227
[OS:00255] TURBULENTO | Gap Cuántico: 0.2423 | Load: 0.238
[OS:00260] TURBULENTO | Gap Cuántico: 0.2422 | Load: 0.243
[OS:00265] TURBULENTO | Gap Cuántico: 0.1954 | Load: 0.227
[OS:00270] TURBULENTO | Gap Cuántico: 0.1961 | Load: 0.231
[OS:00275] TURBULENTO | Gap Cuántico: 0.2054 | Load: 0.229
[OS:00280] TURBULENTO | Gap Cuántico: 0.2036 | Load: 0.230
[OS:00285] TURBULENTO | Gap Cuántico: 0.1893 | Load: 0.228
[OS:00290] TURBULENTO | Gap Cuántico: 0.2171 | Load: 0.237
[OS:00295] TURBULENTO | Gap Cuántico: 0.2116 | Load: 0.231
[OS:00300] TURBULENTO | Gap Cuántico: 0.1887 | Load: 0.233
[OS:00305] TURBULENTO | Gap Cuántico: 0.2112 | Load: 0.231
[OS:00310] TURBULENTO | Gap Cuántico: 0.2112 | Load: 0.230
[OS:00315] TURBULENTO | Gap Cuántico: 0.1894 | Load: 0.229
[OS:00320] TURBULENTO | Gap Cuántico: 0.1940 | Load: 0.233
[OS:00325] TURBULENTO | Gap Cuántico: 0.1796 | Load: 0.224
[OS:00330] TURBULENTO | Gap Cuántico: 0.1893 | Load: 0.228
[OS:00335] TURBULENTO | Gap Cuántico: 0.1939 | Load: 0.230
[OS:00340] TURBULENTO | Gap Cuántico: 0.1892 | Load: 0.232
[OS:00345] TURBULENTO | Gap Cuántico: 0.1836 | Load: 0.230
[OS:00350] TURBULENTO | Gap Cuántico: 0.2070 | Load: 0.222
[OS:00355] TURBULENTO | Gap Cuántico: 0.1879 | Load: 0.223
[OS:00360] TURBULENTO | Gap Cuántico: 0.1944 | Load: 0.228
[OS:00365] TURBULENTO | Gap Cuántico: 0.1860 | Load: 0.227
[OS:00370] TURBULENTO | Gap Cuántico: 0.2170 | Load: 0.228
[OS:00375] TURBULENTO | Gap Cuántico: 0.2130 | Load: 0.222
[OS:00380] TURBULENTO | Gap Cuántico: 0.2276 | Load: 0.234
[OS:00385] TURBULENTO | Gap Cuántico: 0.1896 | Load: 0.232
[OS:00390] TURBULENTO | Gap Cuántico: 0.2255 | Load: 0.228
[OS:00395] TURBULENTO | Gap Cuántico: 0.2417 | Load: 0.227
[OS:00400] TURBULENTO | Gap Cuántico: 0.2276 | Load: 0.231
[OS:00405] TURBULENTO | Gap Cuántico: 0.2062 | Load: 0.231
[OS:00410] TURBULENTO | Gap Cuántico: 0.2132 | Load: 0.236
[OS:00415] TURBULENTO | Gap Cuántico: 0.1761 | Load: 0.236
[OS:00420] TURBULENTO | Gap Cuántico: 0.1850 | Load: 0.237
[OS:00425] TURBULENTO | Gap Cuántico: 0.1846 | Load: 0.227
[OS:00430] TURBULENTO | Gap Cuántico: 0.2381 | Load: 0.227
[OS:00435] TURBULENTO | Gap Cuántico: 0.1891 | Load: 0.235
[OS:00440] TURBULENTO | Gap Cuántico: 0.1915 | Load: 0.230
[OS:00445] TURBULENTO | Gap Cuántico: 0.2146 | Load: 0.237
[OS:00450] TURBULENTO | Gap Cuántico: 0.2293 | Load: 0.233
[OS:00455] TURBULENTO | Gap Cuántico: 0.1939 | Load: 0.236
[OS:00460] TURBULENTO | Gap Cuántico: 0.2054 | Load: 0.231
[OS:00465] TURBULENTO | Gap Cuántico: 0.1916 | Load: 0.231
[OS:00470] TURBULENTO | Gap Cuántico: 0.2146 | Load: 0.233
[OS:00475] TURBULENTO | Gap Cuántico: 0.1790 | Load: 0.230
[OS:00480] TURBULENTO | Gap Cuántico: 0.2079 | Load: 0.224
[OS:00485] TURBULENTO | Gap Cuántico: 0.1949 | Load: 0.231
[OS:00490] TURBULENTO | Gap Cuántico: 0.1905 | Load: 0.238
[OS:00495] TURBULENTO | Gap Cuántico: 0.2155 | Load: 0.221
[OS:00500] TURBULENTO | Gap Cuántico: 0.2141 | Load: 0.226
[OS:00505] TURBULENTO | Gap Cuántico: 0.1716 | Load: 0.224
[OS:00510] TURBULENTO | Gap Cuántico: 0.2099 | Load: 0.224
[OS:00515] TURBULENTO | Gap Cuántico: 0.2042 | Load: 0.234
[OS:00520] TURBULENTO | Gap Cuántico: 0.2295 | Load: 0.230
[OS:00525] TURBULENTO | Gap Cuántico: 0.1888 | Load: 0.226
[OS:00530] TURBULENTO | Gap Cuántico: 0.1779 | Load: 0.221
[OS:00535] TURBULENTO | Gap Cuántico: 0.1774 | Load: 0.224
[OS:00540] TURBULENTO | Gap Cuántico: 0.1929 | Load: 0.229
[OS:00545] TURBULENTO | Gap Cuántico: 0.1911 | Load: 0.236
[OS:00550] TURBULENTO | Gap Cuántico: 0.1850 | Load: 0.230
[OS:00555] TURBULENTO | Gap Cuántico: 0.1885 | Load: 0.221
[OS:00560] TURBULENTO | Gap Cuántico: 0.2396 | Load: 0.226
[OS:00565] TURBULENTO | Gap Cuántico: 0.2030 | Load: 0.234
[OS:00570] TURBULENTO | Gap Cuántico: 0.1860 | Load: 0.222
[OS:00575] TURBULENTO | Gap Cuántico: 0.1861 | Load: 0.226
[OS:00580] TURBULENTO | Gap Cuántico: 0.2221 | Load: 0.231
[OS:00585] TURBULENTO | Gap Cuántico: 0.1946 | Load: 0.230
[OS:00590] TURBULENTO | Gap Cuántico: 0.1887 | Load: 0.232
[OS:00595] TURBULENTO | Gap Cuántico: 0.2138 | Load: 0.239
[OS:00600] TURBULENTO | Gap Cuántico: 0.1891 | Load: 0.233
[OS:00605] TURBULENTO | Gap Cuántico: 0.1940 | Load: 0.232
[OS:00610] TURBULENTO | Gap Cuántico: 0.1766 | Load: 0.231
[OS:00615] TURBULENTO | Gap Cuántico: 0.1885 | Load: 0.228
[OS:00620] TURBULENTO | Gap Cuántico: 0.1885 | Load: 0.231
[OS:00625] TURBULENTO | Gap Cuántico: 0.2155 | Load: 0.230
[OS:00630] TURBULENTO | Gap Cuántico: 0.1953 | Load: 0.228
[OS:00635] TURBULENTO | Gap Cuántico: 0.1876 | Load: 0.223
[OS:00640] TURBULENTO | Gap Cuántico: 0.2159 | Load: 0.231
[OS:00645] TURBULENTO | Gap Cuántico: 0.1753 | Load: 0.231
[OS:00650] TURBULENTO | Gap Cuántico: 0.2164 | Load: 0.230
[OS:00655] TURBULENTO | Gap Cuántico: 0.2168 | Load: 0.227
[OS:00660] TURBULENTO | Gap Cuántico: 0.1801 | Load: 0.225
[OS:00665] TURBULENTO | Gap Cuántico: 0.1759 | Load: 0.227
[OS:00670] TURBULENTO | Gap Cuántico: 0.1893 | Load: 0.232
[OS:00675] TURBULENTO | Gap Cuántico: 0.1881 | Load: 0.228
[OS:00680] TURBULENTO | Gap Cuántico: 0.2397 | Load: 0.232
[OS:00685] TURBULENTO | Gap Cuántico: 0.1879 | Load: 0.239
[OS:00690] TURBULENTO | Gap Cuántico: 0.1729 | Load: 0.236
[OS:00695] TURBULENTO | Gap Cuántico: 0.1856 | Load: 0.231
[OS:00700] TURBULENTO | Gap Cuántico: 0.1946 | Load: 0.227
[OS:00705] TURBULENTO | Gap Cuántico: 0.2194 | Load: 0.232
[OS:00710] TURBULENTO | Gap Cuántico: 0.2328 | Load: 0.224
[OS:00715] TURBULENTO | Gap Cuántico: 0.1892 | Load: 0.221
[OS:00720] TURBULENTO | Gap Cuántico: 0.2095 | Load: 0.238
[OS:00725] TURBULENTO | Gap Cuántico: 0.2416 | Load: 0.234
[OS:00730] TURBULENTO | Gap Cuántico: 0.1841 | Load: 0.231
[OS:00735] TURBULENTO | Gap Cuántico: 0.2108 | Load: 0.233
[OS:00740] TURBULENTO | Gap Cuántico: 0.2162 | Load: 0.226
[OS:00745] TURBULENTO | Gap Cuántico: 0.2172 | Load: 0.231
[OS:00750] TURBULENTO | Gap Cuántico: 0.1844 | Load: 0.222
[OS:00755] TURBULENTO | Gap Cuántico: 0.2112 | Load: 0.228
[OS:00760] TURBULENTO | Gap Cuántico: 0.2120 | Load: 0.233
[OS:00765] TURBULENTO | Gap Cuántico: 0.1801 | Load: 0.230
[OS:00770] TURBULENTO | Gap Cuántico: 0.2227 | Load: 0.236
[OS:00775] TURBULENTO | Gap Cuántico: 0.2005 | Load: 0.232
[OS:00780] TURBULENTO | Gap Cuántico: 0.1753 | Load: 0.223
[OS:00785] TURBULENTO | Gap Cuántico: 0.1951 | Load: 0.231
[OS:00790] TURBULENTO | Gap Cuántico: 0.1816 | Load: 0.225
[OS:00795] TURBULENTO | Gap Cuántico: 0.2221 | Load: 0.228
[OS:00800] TURBULENTO | Gap Cuántico: 0.2399 | Load: 0.236
[OS:00805] TURBULENTO | Gap Cuántico: 0.2231 | Load: 0.237
[OS:00810] TURBULENTO | Gap Cuántico: 0.2155 | Load: 0.231
[OS:00815] TURBULENTO | Gap Cuántico: 0.1883 | Load: 0.232
[OS:00820] TURBULENTO | Gap Cuántico: 0.2172 | Load: 0.235
[OS:00825] TURBULENTO | Gap Cuántico: 0.2181 | Load: 0.229
[OS:00830] TURBULENTO | Gap Cuántico: 0.2116 | Load: 0.230
[OS:00835] TURBULENTO | Gap Cuántico: 0.2414 | Load: 0.225
[OS:00840] TURBULENTO | Gap Cuántico: 0.2170 | Load: 0.241
[OS:00845] TURBULENTO | Gap Cuántico: 0.1857 | Load: 0.231
[OS:00850] TURBULENTO | Gap Cuántico: 0.1779 | Load: 0.238
[OS:00855] TURBULENTO | Gap Cuántico: 0.1819 | Load: 0.235
[OS:00860] TURBULENTO | Gap Cuántico: 0.2264 | Load: 0.231
[OS:00865] TURBULENTO | Gap Cuántico: 0.2423 | Load: 0.230
[OS:00870] TURBULENTO | Gap Cuántico: 0.2396 | Load: 0.228
[OS:00875] TURBULENTO | Gap Cuántico: 0.1797 | Load: 0.225
[OS:00880] TURBULENTO | Gap Cuántico: 0.1895 | Load: 0.230
[OS:00885] TURBULENTO | Gap Cuántico: 0.2284 | Load: 0.227
[OS:00890] TURBULENTO | Gap Cuántico: 0.2042 | Load: 0.228
[OS:00895] TURBULENTO | Gap Cuántico: 0.1755 | Load: 0.234
[OS:00900] TURBULENTO | Gap Cuántico: 0.2397 | Load: 0.236
[OS:00905] TURBULENTO | Gap Cuántico: 0.2130 | Load: 0.228
[OS:00910] TURBULENTO | Gap Cuántico: 0.1962 | Load: 0.233
[OS:00915] TURBULENTO | Gap Cuántico: 0.1756 | Load: 0.226
[OS:00920] TURBULENTO | Gap Cuántico: 0.1962 | Load: 0.232
[OS:00925] TURBULENTO | Gap Cuántico: 0.1863 | Load: 0.232
[OS:00930] TURBULENTO | Gap Cuántico: 0.1939 | Load: 0.229
[OS:00935] TURBULENTO | Gap Cuántico: 0.1763 | Load: 0.231
[OS:00940] TURBULENTO | Gap Cuántico: 0.1739 | Load: 0.231
[OS:00945] TURBULENTO | Gap Cuántico: 0.2345 | Load: 0.232
[OS:00950] TURBULENTO | Gap Cuántico: 0.2406 | Load: 0.237
[OS:00955] TURBULENTO | Gap Cuántico: 0.1961 | Load: 0.243
[OS:00960] TURBULENTO | Gap Cuántico: 0.1869 | Load: 0.240
[OS:00965] TURBULENTO | Gap Cuántico: 0.2031 | Load: 0.236
[OS:00970] TURBULENTO | Gap Cuántico: 0.2290 | Load: 0.235
[OS:00975] TURBULENTO | Gap Cuántico: 0.1883 | Load: 0.228
[OS:00980] TURBULENTO | Gap Cuántico: 0.1963 | Load: 0.237
[OS:00985] TURBULENTO | Gap Cuántico: 0.1739 | Load: 0.232
[OS:00990] TURBULENTO | Gap Cuántico: 0.2068 | Load: 0.235
[OS:00995] TURBULENTO | Gap Cuántico: 0.2138 | Load: 0.227
[OS:01000] TURBULENTO | Gap Cuántico: 0.1866 | Load: 0.229
[OS:01005] TURBULENTO | Gap Cuántico: 0.2413 | Load: 0.236
[OS:01010] TURBULENTO | Gap Cuántico: 0.1881 | Load: 0.230
[OS:01015] TURBULENTO | Gap Cuántico: 0.2423 | Load: 0.231
[OS:01020] TURBULENTO | Gap Cuántico: 0.1790 | Load: 0.231
[OS:01025] TURBULENTO | Gap Cuántico: 0.2422 | Load: 0.229
[OS:01030] TURBULENTO | Gap Cuántico: 0.1881 | Load: 0.227
[OS:01035] TURBULENTO | Gap Cuántico: 0.1823 | Load: 0.232
[OS:01040] TURBULENTO | Gap Cuántico: 0.1861 | Load: 0.228
[OS:01045] TURBULENTO | Gap Cuántico: 0.1927 | Load: 0.226
[OS:01050] TURBULENTO | Gap Cuántico: 0.2207 | Load: 0.233
[OS:01055] TURBULENTO | Gap Cuántico: 0.1848 | Load: 0.230
[OS:01060] TURBULENTO | Gap Cuántico: 0.1762 | Load: 0.223
[OS:01065] TURBULENTO | Gap Cuántico: 0.2379 | Load: 0.234
[OS:01070] TURBULENTO | Gap Cuántico: 0.1763 | Load: 0.232
[OS:01075] TURBULENTO | Gap Cuántico: 0.2138 | Load: 0.238
[OS:01080] TURBULENTO | Gap Cuántico: 0.2131 | Load: 0.237
[OS:01085] TURBULENTO | Gap Cuántico: 0.2293 | Load: 0.230
[OS:01090] TURBULENTO | Gap Cuántico: 0.2411 | Load: 0.229
[OS:01095] TURBULENTO | Gap Cuántico: 0.1823 | Load: 0.229
[OS:01100] TURBULENTO | Gap Cuántico: 0.2075 | Load: 0.230
[OS:01105] TURBULENTO | Gap Cuántico: 0.2309 | Load: 0.239
[OS:01110] TURBULENTO | Gap Cuántico: 0.2132 | Load: 0.235
[OS:01115] TURBULENTO | Gap Cuántico: 0.2201 | Load: 0.235
[OS:01120] TURBULENTO | Gap Cuántico: 0.1788 | Load: 0.225
[OS:01125] TURBULENTO | Gap Cuántico: 0.1763 | Load: 0.226
[OS:01130] TURBULENTO | Gap Cuántico: 0.2402 | Load: 0.230
[OS:01135] TURBULENTO | Gap Cuántico: 0.1763 | Load: 0.227
[OS:01140] TURBULENTO | Gap Cuántico: 0.2075 | Load: 0.229
[OS:01145] TURBULENTO | Gap Cuántico: 0.2080 | Load: 0.232
[OS:01150] TURBULENTO | Gap Cuántico: 0.1890 | Load: 0.224
[OS:01155] TURBULENTO | Gap Cuántico: 0.1975 | Load: 0.235
[OS:01160] TURBULENTO | Gap Cuántico: 0.2373 | Load: 0.239
[OS:01165] TURBULENTO | Gap Cuántico: 0.1773 | Load: 0.232
[OS:01170] TURBULENTO | Gap Cuántico: 0.2364 | Load: 0.224
[OS:01175] TURBULENTO | Gap Cuántico: 0.2059 | Load: 0.231
[OS:01180] TURBULENTO | Gap Cuántico: 0.2158 | Load: 0.232
[OS:01185] TURBULENTO | Gap Cuántico: 0.1935 | Load: 0.235
[OS:01190] TURBULENTO | Gap Cuántico: 0.1872 | Load: 0.236
[OS:01195] TURBULENTO | Gap Cuántico: 0.2280 | Load: 0.233
[OS:01200] TURBULENTO | Gap Cuántico: 0.2042 | Load: 0.233
[OS:01205] TURBULENTO | Gap Cuántico: 0.1755 | Load: 0.229
[OS:01210] TURBULENTO | Gap Cuántico: 0.1879 | Load: 0.231
[OS:01215] TURBULENTO | Gap Cuántico: 0.2048 | Load: 0.230
[OS:01220] TURBULENTO | Gap Cuántico: 0.2147 | Load: 0.227
[OS:01225] TURBULENTO | Gap Cuántico: 0.2146 | Load: 0.226
[OS:01230] TURBULENTO | Gap Cuántico: 0.1767 | Load: 0.229
[OS:01235] TURBULENTO | Gap Cuántico: 0.1853 | Load: 0.227
[OS:01240] TURBULENTO | Gap Cuántico: 0.2344 | Load: 0.233
[OS:01245] TURBULENTO | Gap Cuántico: 0.2075 | Load: 0.238
[OS:01250] TURBULENTO | Gap Cuántico: 0.2116 | Load: 0.232
[OS:01255] TURBULENTO | Gap Cuántico: 0.1782 | Load: 0.234
[OS:01260] TURBULENTO | Gap Cuántico: 0.2421 | Load: 0.235
[OS:01265] TURBULENTO | Gap Cuántico: 0.2361 | Load: 0.234
[OS:01270] TURBULENTO | Gap Cuántico: 0.2090 | Load: 0.227
[OS:01275] TURBULENTO | Gap Cuántico: 0.1960 | Load: 0.229
[OS:01280] TURBULENTO | Gap Cuántico: 0.2140 | Load: 0.222
[OS:01285] TURBULENTO | Gap Cuántico: 0.1860 | Load: 0.232
[OS:01290] TURBULENTO | Gap Cuántico: 0.1739 | Load: 0.229
[OS:01295] TURBULENTO | Gap Cuántico: 0.2404 | Load: 0.221
[OS:01300] TURBULENTO | Gap Cuántico: 0.2303 | Load: 0.224
[OS:01305] TURBULENTO | Gap Cuántico: 0.2423 | Load: 0.229
