make: se entra en el directorio '/home/jako/aquora/core_physics'
make: No se hace nada para 'all'.
make: se sale del directorio '/home/jako/aquora/core_physics'
======================================================================
  H7 AUTO-GOVERNOR — Thermodynamic Closed-Loop Control
  Mode: DAEMON
======================================================================

🚀 Iniciando Extractor de Bits H7 para Job: which-pink-counter
============================================================
📦 [CACHE] Recuperados 768 bits de entropía local.
[OS:13680] TURBULENTO | Gap Cuántico: 0.2422 | Load: 0.226
[OS:13685] TURBULENTO | Gap Cuántico: 0.1952 | Load: 0.229
[OS:13690] TURBULENTO | Gap Cuántico: 0.1885 | Load: 0.227
[OS:13695] TURBULENTO | Gap Cuántico: 0.1883 | Load: 0.222
[OS:13700] TURBULENTO | Gap Cuántico: 0.1885 | Load: 0.234
[OS:13705] TURBULENTO | Gap Cuántico: 0.2079 | Load: 0.232
[OS:13710] TURBULENTO | Gap Cuántico: 0.1869 | Load: 0.230
[OS:13715] TURBULENTO | Gap Cuántico: 0.2403 | Load: 0.245
[OS:13720] TURBULENTO | Gap Cuántico: 0.1892 | Load: 0.236
[OS:13725] TURBULENTO | Gap Cuántico: 0.1872 | Load: 0.232
[OS:13730] TURBULENTO | Gap Cuántico: 0.2276 | Load: 0.234
[OS:13735] TURBULENTO | Gap Cuántico: 0.2369 | Load: 0.237
[OS:13740] TURBULENTO | Gap Cuántico: 0.2087 | Load: 0.236
[OS:13745] TURBULENTO | Gap Cuántico: 0.1828 | Load: 0.232
[OS:13750] TURBULENTO | Gap Cuántico: 0.2160 | Load: 0.223
[OS:13755] TURBULENTO | Gap Cuántico: 0.1939 | Load: 0.225
[OS:13760] TURBULENTO | Gap Cuántico: 0.1731 | Load: 0.230
[OS:13765] TURBULENTO | Gap Cuántico: 0.2065 | Load: 0.236
[OS:13770] TURBULENTO | Gap Cuántico: 0.2020 | Load: 0.238
[OS:13775] TURBULENTO | Gap Cuántico: 0.1731 | Load: 0.235
[OS:13780] TURBULENTO | Gap Cuántico: 0.2172 | Load: 0.222
[OS:13785] TURBULENTO | Gap Cuántico: 0.1837 | Load: 0.226
[OS:13790] TURBULENTO | Gap Cuántico: 0.1934 | Load: 0.236
[OS:13795] TURBULENTO | Gap Cuántico: 0.1764 | Load: 0.231
[OS:13800] TURBULENTO | Gap Cuántico: 0.1894 | Load: 0.232
[OS:13805] TURBULENTO | Gap Cuántico: 0.1763 | Load: 0.233
[OS:13810] TURBULENTO | Gap Cuántico: 0.1837 | Load: 0.233
[OS:13815] TURBULENTO | Gap Cuántico: 0.1862 | Load: 0.231
[OS:13820] TURBULENTO | Gap Cuántico: 0.2012 | Load: 0.225
[OS:13825] TURBULENTO | Gap Cuántico: 0.1773 | Load: 0.236
[OS:13830] TURBULENTO | Gap Cuántico: 0.1878 | Load: 0.232
[OS:13835] TURBULENTO | Gap Cuántico: 0.2158 | Load: 0.233
[OS:13840] TURBULENTO | Gap Cuántico: 0.2350 | Load: 0.228
[OS:13845] TURBULENTO | Gap Cuántico: 0.2031 | Load: 0.228
[OS:13850] TURBULENTO | Gap Cuántico: 0.2102 | Load: 0.231
[OS:13855] TURBULENTO | Gap Cuántico: 0.1887 | Load: 0.224
[OS:13860] TURBULENTO | Gap Cuántico: 0.1773 | Load: 0.225
[OS:13865] TURBULENTO | Gap Cuántico: 0.1731 | Load: 0.231
[OS:13870] TURBULENTO | Gap Cuántico: 0.1959 | Load: 0.223
[OS:13875] TURBULENTO | Gap Cuántico: 0.1825 | Load: 0.225
[OS:13880] TURBULENTO | Gap Cuántico: 0.1731 | Load: 0.221
[OS:13885] TURBULENTO | Gap Cuántico: 0.1823 | Load: 0.226
[OS:13890] TURBULENTO | Gap Cuántico: 0.1942 | Load: 0.236
[OS:13895] TURBULENTO | Gap Cuántico: 0.2147 | Load: 0.222
[OS:13900] TURBULENTO | Gap Cuántico: 0.1875 | Load: 0.225
[OS:13905] TURBULENTO | Gap Cuántico: 0.2424 | Load: 0.230
[OS:13910] TURBULENTO | Gap Cuántico: 0.1794 | Load: 0.240
[OS:13915] TURBULENTO | Gap Cuántico: 0.1823 | Load: 0.236
[OS:13920] TURBULENTO | Gap Cuántico: 0.2137 | Load: 0.235
[OS:13925] TURBULENTO | Gap Cuántico: 0.2140 | Load: 0.233
[OS:13930] TURBULENTO | Gap Cuántico: 0.1879 | Load: 0.236
[OS:13935] TURBULENTO | Gap Cuántico: 0.2381 | Load: 0.235
[OS:13940] TURBULENTO | Gap Cuántico: 0.1893 | Load: 0.225
[OS:13945] TURBULENTO | Gap Cuántico: 0.1782 | Load: 0.233
[OS:13950] TURBULENTO | Gap Cuántico: 0.2112 | Load: 0.230
[OS:13955] TURBULENTO | Gap Cuántico: 0.1911 | Load: 0.220
[OS:13960] TURBULENTO | Gap Cuántico: 0.1844 | Load: 0.230
[OS:13965] TURBULENTO | Gap Cuántico: 0.1883 | Load: 0.232
[OS:13970] TURBULENTO | Gap Cuántico: 0.2116 | Load: 0.232
[OS:13975] TURBULENTO | Gap Cuántico: 0.1959 | Load: 0.236
[OS:13980] TURBULENTO | Gap Cuántico: 0.2413 | Load: 0.241
[OS:13985] TURBULENTO | Gap Cuántico: 0.1853 | Load: 0.235
[OS:13990] TURBULENTO | Gap Cuántico: 0.1753 | Load: 0.233
[OS:13995] TURBULENTO | Gap Cuántico: 0.1779 | Load: 0.229
[OS:14000] TURBULENTO | Gap Cuántico: 0.1957 | Load: 0.227
[OS:14005] TURBULENTO | Gap Cuántico: 0.2389 | Load: 0.235
[OS:14010] TURBULENTO | Gap Cuántico: 0.2167 | Load: 0.231
[OS:14015] TURBULENTO | Gap Cuántico: 0.2054 | Load: 0.218
[OS:14020] TURBULENTO | Gap Cuántico: 0.2089 | Load: 0.221
[OS:14025] TURBULENTO | Gap Cuántico: 0.1942 | Load: 0.225
[OS:14030] TURBULENTO | Gap Cuántico: 0.2090 | Load: 0.228
[OS:14035] TURBULENTO | Gap Cuántico: 0.2108 | Load: 0.227
[OS:14040] TURBULENTO | Gap Cuántico: 0.2042 | Load: 0.237
[OS:14045] TURBULENTO | Gap Cuántico: 0.2135 | Load: 0.233
[OS:14050] TURBULENTO | Gap Cuántico: 0.2169 | Load: 0.228
[OS:14055] TURBULENTO | Gap Cuántico: 0.1863 | Load: 0.234
[OS:14060] TURBULENTO | Gap Cuántico: 0.2124 | Load: 0.230
[OS:14065] TURBULENTO | Gap Cuántico: 0.1881 | Load: 0.224
[OS:14070] TURBULENTO | Gap Cuántico: 0.1840 | Load: 0.230
[OS:14075] TURBULENTO | Gap Cuántico: 0.1914 | Load: 0.231
[OS:14080] TURBULENTO | Gap Cuántico: 0.2293 | Load: 0.233
[OS:14085] TURBULENTO | Gap Cuántico: 0.2099 | Load: 0.237
[OS:14090] TURBULENTO | Gap Cuántico: 0.1708 | Load: 0.226
[OS:14095] TURBULENTO | Gap Cuántico: 0.2172 | Load: 0.229
[OS:14100] TURBULENTO | Gap Cuántico: 0.2334 | Load: 0.230
[OS:14105] TURBULENTO | Gap Cuántico: 0.1853 | Load: 0.224
[OS:14110] TURBULENTO | Gap Cuántico: 0.2264 | Load: 0.226
[OS:14115] TURBULENTO | Gap Cuántico: 0.1823 | Load: 0.225
[OS:14120] TURBULENTO | Gap Cuántico: 0.1952 | Load: 0.234
[OS:14125] TURBULENTO | Gap Cuántico: 0.1878 | Load: 0.233
[OS:14130] TURBULENTO | Gap Cuántico: 0.1952 | Load: 0.231
[OS:14135] TURBULENTO | Gap Cuántico: 0.1876 | Load: 0.223
[OS:14140] TURBULENTO | Gap Cuántico: 0.1894 | Load: 0.235
[OS:14145] TURBULENTO | Gap Cuántico: 0.2156 | Load: 0.238
[OS:14150] TURBULENTO | Gap Cuántico: 0.2137 | Load: 0.229
[OS:14155] TURBULENTO | Gap Cuántico: 0.1846 | Load: 0.231
[OS:14160] TURBULENTO | Gap Cuántico: 0.2400 | Load: 0.238
[OS:14165] TURBULENTO | Gap Cuántico: 0.2171 | Load: 0.236
[OS:14170] TURBULENTO | Gap Cuántico: 0.2087 | Load: 0.236
[OS:14175] TURBULENTO | Gap Cuántico: 0.2116 | Load: 0.234
[OS:14180] TURBULENTO | Gap Cuántico: 0.1828 | Load: 0.233
[OS:14185] TURBULENTO | Gap Cuántico: 0.1950 | Load: 0.230
[OS:14190] TURBULENTO | Gap Cuántico: 0.1962 | Load: 0.230
[OS:14195] TURBULENTO | Gap Cuántico: 0.1934 | Load: 0.232
[OS:14200] TURBULENTO | Gap Cuántico: 0.2396 | Load: 0.228
[OS:14205] TURBULENTO | Gap Cuántico: 0.1892 | Load: 0.235
[OS:14210] TURBULENTO | Gap Cuántico: 0.2150 | Load: 0.235
[OS:14215] TURBULENTO | Gap Cuántico: 0.2116 | Load: 0.231
[OS:14220] TURBULENTO | Gap Cuántico: 0.1948 | Load: 0.228
[OS:14225] TURBULENTO | Gap Cuántico: 0.1914 | Load: 0.226
[OS:14230] TURBULENTO | Gap Cuántico: 0.2135 | Load: 0.235
[OS:14235] TURBULENTO | Gap Cuántico: 0.2158 | Load: 0.218
[OS:14240] TURBULENTO | Gap Cuántico: 0.2350 | Load: 0.230
[OS:14245] TURBULENTO | Gap Cuántico: 0.2063 | Load: 0.232
[OS:14250] TURBULENTO | Gap Cuántico: 0.2169 | Load: 0.237
[OS:14255] TURBULENTO | Gap Cuántico: 0.2415 | Load: 0.236
[OS:14260] TURBULENTO | Gap Cuántico: 0.1834 | Load: 0.219
[OS:14265] TURBULENTO | Gap Cuántico: 0.1766 | Load: 0.223
[OS:14270] TURBULENTO | Gap Cuántico: 0.2345 | Load: 0.230
[OS:14275] TURBULENTO | Gap Cuántico: 0.1909 | Load: 0.225
[OS:14280] TURBULENTO | Gap Cuántico: 0.1739 | Load: 0.233
[OS:14285] TURBULENTO | Gap Cuántico: 0.2355 | Load: 0.231
[OS:14290] TURBULENTO | Gap Cuántico: 0.1957 | Load: 0.230
[OS:14295] TURBULENTO | Gap Cuántico: 0.2024 | Load: 0.224
[OS:14300] TURBULENTO | Gap Cuántico: 0.2150 | Load: 0.234
[OS:14305] TURBULENTO | Gap Cuántico: 0.1823 | Load: 0.238
[OS:14310] TURBULENTO | Gap Cuántico: 0.2083 | Load: 0.226
[OS:14315] TURBULENTO | Gap Cuántico: 0.2080 | Load: 0.230
[OS:14320] TURBULENTO | Gap Cuántico: 0.1955 | Load: 0.231
[OS:14325] TURBULENTO | Gap Cuántico: 0.1920 | Load: 0.225
[OS:14330] TURBULENTO | Gap Cuántico: 0.1883 | Load: 0.230
[OS:14335] TURBULENTO | Gap Cuántico: 0.2339 | Load: 0.235
[OS:14340] TURBULENTO | Gap Cuántico: 0.1708 | Load: 0.228
[OS:14345] TURBULENTO | Gap Cuántico: 0.2063 | Load: 0.234
[OS:14350] TURBULENTO | Gap Cuántico: 0.1878 | Load: 0.224
[OS:14355] TURBULENTO | Gap Cuántico: 0.2116 | Load: 0.231
[OS:14360] TURBULENTO | Gap Cuántico: 0.2350 | Load: 0.221
[OS:14365] TURBULENTO | Gap Cuántico: 0.1962 | Load: 0.223
[OS:14370] TURBULENTO | Gap Cuántico: 0.2143 | Load: 0.231
[OS:14375] TURBULENTO | Gap Cuántico: 0.1887 | Load: 0.231
[OS:14380] TURBULENTO | Gap Cuántico: 0.1766 | Load: 0.236
[OS:14385] TURBULENTO | Gap Cuántico: 0.2421 | Load: 0.234
[OS:14390] TURBULENTO | Gap Cuántico: 0.1998 | Load: 0.233
[OS:14395] TURBULENTO | Gap Cuántico: 0.1960 | Load: 0.229
[OS:14400] TURBULENTO | Gap Cuántico: 0.2169 | Load: 0.234
[OS:14405] TURBULENTO | Gap Cuántico: 0.2145 | Load: 0.229
[OS:14410] TURBULENTO | Gap Cuántico: 0.2137 | Load: 0.232
[OS:14415] TURBULENTO | Gap Cuántico: 0.2067 | Load: 0.225
[OS:14420] TURBULENTO | Gap Cuántico: 0.1850 | Load: 0.232
[OS:14425] TURBULENTO | Gap Cuántico: 0.1905 | Load: 0.226
[OS:14430] TURBULENTO | Gap Cuántico: 0.1878 | Load: 0.226
[OS:14435] TURBULENTO | Gap Cuántico: 0.1955 | Load: 0.229
[OS:14440] TURBULENTO | Gap Cuántico: 0.1893 | Load: 0.222
[OS:14445] TURBULENTO | Gap Cuántico: 0.1862 | Load: 0.224
[OS:14450] TURBULENTO | Gap Cuántico: 0.2303 | Load: 0.228
[OS:14455] TURBULENTO | Gap Cuántico: 0.2171 | Load: 0.228
[OS:14460] TURBULENTO | Gap Cuántico: 0.2316 | Load: 0.229
[OS:14465] TURBULENTO | Gap Cuántico: 0.1872 | Load: 0.230
[OS:14470] TURBULENTO | Gap Cuántico: 0.1866 | Load: 0.222
[OS:14475] TURBULENTO | Gap Cuántico: 0.1845 | Load: 0.227
[OS:14480] TURBULENTO | Gap Cuántico: 0.2386 | Load: 0.238
[OS:14485] TURBULENTO | Gap Cuántico: 0.1722 | Load: 0.239
[OS:14490] TURBULENTO | Gap Cuántico: 0.2408 | Load: 0.234
[OS:14495] TURBULENTO | Gap Cuántico: 0.2424 | Load: 0.242
[OS:14500] TURBULENTO | Gap Cuántico: 0.2065 | Load: 0.230
[OS:14505] TURBULENTO | Gap Cuántico: 0.1939 | Load: 0.230
[OS:14510] TURBULENTO | Gap Cuántico: 0.1859 | Load: 0.230
[OS:14515] TURBULENTO | Gap Cuántico: 0.1940 | Load: 0.224
[OS:14520] TURBULENTO | Gap Cuántico: 0.1866 | Load: 0.231
[OS:14525] TURBULENTO | Gap Cuántico: 0.2146 | Load: 0.232
[OS:14530] TURBULENTO | Gap Cuántico: 0.2171 | Load: 0.235
[OS:14535] TURBULENTO | Gap Cuántico: 0.1887 | Load: 0.218
[OS:14540] TURBULENTO | Gap Cuántico: 0.1836 | Load: 0.225
[OS:14545] TURBULENTO | Gap Cuántico: 0.1850 | Load: 0.228
[OS:14550] TURBULENTO | Gap Cuántico: 0.2089 | Load: 0.226
[OS:14555] TURBULENTO | Gap Cuántico: 0.2422 | Load: 0.234
[OS:14560] TURBULENTO | Gap Cuántico: 0.1790 | Load: 0.236
[OS:14565] TURBULENTO | Gap Cuántico: 0.2355 | Load: 0.238
[OS:14570] TURBULENTO | Gap Cuántico: 0.1761 | Load: 0.238
[OS:14575] TURBULENTO | Gap Cuántico: 0.2099 | Load: 0.230
[OS:14580] TURBULENTO | Gap Cuántico: 0.2423 | Load: 0.228
[OS:14585] TURBULENTO | Gap Cuántico: 0.2287 | Load: 0.235
[OS:14590] TURBULENTO | Gap Cuántico: 0.2424 | Load: 0.239
[OS:14595] TURBULENTO | Gap Cuántico: 0.1958 | Load: 0.238
[OS:14600] TURBULENTO | Gap Cuántico: 0.1961 | Load: 0.224
[OS:14605] TURBULENTO | Gap Cuántico: 0.1940 | Load: 0.233
[OS:14610] TURBULENTO | Gap Cuántico: 0.1746 | Load: 0.229
[OS:14615] TURBULENTO | Gap Cuántico: 0.1862 | Load: 0.226
[OS:14620] TURBULENTO | Gap Cuántico: 0.1872 | Load: 0.227
[OS:14625] TURBULENTO | Gap Cuántico: 0.1904 | Load: 0.216
[OS:14630] TURBULENTO | Gap Cuántico: 0.1832 | Load: 0.225
[OS:14635] TURBULENTO | Gap Cuántico: 0.2422 | Load: 0.226
[OS:14640] TURBULENTO | Gap Cuántico: 0.1846 | Load: 0.224
[OS:14645] TURBULENTO | Gap Cuántico: 0.2364 | Load: 0.230
[OS:14650] TURBULENTO | Gap Cuántico: 0.2172 | Load: 0.229
[OS:14655] TURBULENTO | Gap Cuántico: 0.2172 | Load: 0.229
[OS:14660] TURBULENTO | Gap Cuántico: 0.1788 | Load: 0.230
[OS:14665] TURBULENTO | Gap Cuántico: 0.2112 | Load: 0.227
[OS:14670] TURBULENTO | Gap Cuántico: 0.1779 | Load: 0.226
[OS:14675] TURBULENTO | Gap Cuántico: 0.1875 | Load: 0.231
[OS:14680] TURBULENTO | Gap Cuántico: 0.2172 | Load: 0.230
[OS:14685] TURBULENTO | Gap Cuántico: 0.1749 | Load: 0.230
[OS:14690] TURBULENTO | Gap Cuántico: 0.1975 | Load: 0.231
[OS:14695] TURBULENTO | Gap Cuántico: 0.2120 | Load: 0.236
[OS:14700] TURBULENTO | Gap Cuántico: 0.2067 | Load: 0.236
[OS:14705] TURBULENTO | Gap Cuántico: 0.1888 | Load: 0.229
[OS:14710] TURBULENTO | Gap Cuántico: 0.1875 | Load: 0.227
[OS:14715] TURBULENTO | Gap Cuántico: 0.1755 | Load: 0.232
[OS:14720] TURBULENTO | Gap Cuántico: 0.2079 | Load: 0.226
[OS:14725] TURBULENTO | Gap Cuántico: 0.2408 | Load: 0.232
[OS:14730] TURBULENTO | Gap Cuántico: 0.1857 | Load: 0.221
[OS:14735] TURBULENTO | Gap Cuántico: 0.1750 | Load: 0.222
[OS:14740] TURBULENTO | Gap Cuántico: 0.2264 | Load: 0.232
[OS:14745] TURBULENTO | Gap Cuántico: 0.2147 | Load: 0.230
[OS:14750] TURBULENTO | Gap Cuántico: 0.1791 | Load: 0.226
[OS:14755] TURBULENTO | Gap Cuántico: 0.1892 | Load: 0.229
[OS:14760] TURBULENTO | Gap Cuántico: 0.2215 | Load: 0.229
[OS:14765] TURBULENTO | Gap Cuántico: 0.2135 | Load: 0.234
[OS:14770] TURBULENTO | Gap Cuántico: 0.1821 | Load: 0.227
[OS:14775] TURBULENTO | Gap Cuántico: 0.2154 | Load: 0.231
[OS:14780] TURBULENTO | Gap Cuántico: 0.1951 | Load: 0.224
[OS:14785] TURBULENTO | Gap Cuántico: 0.2293 | Load: 0.220
[OS:14790] TURBULENTO | Gap Cuántico: 0.2309 | Load: 0.231
[OS:14795] TURBULENTO | Gap Cuántico: 0.2423 | Load: 0.234
[OS:14800] TURBULENTO | Gap Cuántico: 0.2290 | Load: 0.235
[OS:14805] TURBULENTO | Gap Cuántico: 0.1944 | Load: 0.234
[OS:14810] TURBULENTO | Gap Cuántico: 0.1838 | Load: 0.233
[OS:14815] TURBULENTO | Gap Cuántico: 0.1869 | Load: 0.236
[OS:14820] TURBULENTO | Gap Cuántico: 0.1794 | Load: 0.235
[OS:14825] TURBULENTO | Gap Cuántico: 0.2389 | Load: 0.243
[OS:14830] TURBULENTO | Gap Cuántico: 0.2144 | Load: 0.231
[OS:14835] TURBULENTO | Gap Cuántico: 0.2397 | Load: 0.235
[OS:14840] TURBULENTO | Gap Cuántico: 0.1866 | Load: 0.235
[OS:14845] TURBULENTO | Gap Cuántico: 0.2264 | Load: 0.230
[OS:14850] TURBULENTO | Gap Cuántico: 0.1856 | Load: 0.222
[OS:14855] TURBULENTO | Gap Cuántico: 0.2145 | Load: 0.236
[OS:14860] TURBULENTO | Gap Cuántico: 0.2012 | Load: 0.225
[OS:14865] TURBULENTO | Gap Cuántico: 0.2171 | Load: 0.232
[OS:14870] TURBULENTO | Gap Cuántico: 0.2422 | Load: 0.238
[OS:14875] TURBULENTO | Gap Cuántico: 0.1766 | Load: 0.235
[OS:14880] TURBULENTO | Gap Cuántico: 0.1961 | Load: 0.231
[OS:14885] TURBULENTO | Gap Cuántico: 0.2116 | Load: 0.233
[OS:14890] TURBULENTO | Gap Cuántico: 0.1931 | Load: 0.240
[OS:14895] TURBULENTO | Gap Cuántico: 0.2075 | Load: 0.231
[OS:14900] TURBULENTO | Gap Cuántico: 0.1960 | Load: 0.224
[OS:14905] TURBULENTO | Gap Cuántico: 0.2151 | Load: 0.232
[OS:14910] TURBULENTO | Gap Cuántico: 0.1840 | Load: 0.230
[OS:14915] TURBULENTO | Gap Cuántico: 0.1902 | Load: 0.231
[OS:14920] TURBULENTO | Gap Cuántico: 0.2160 | Load: 0.235
[OS:14925] TURBULENTO | Gap Cuántico: 0.1889 | Load: 0.233
[OS:14930] TURBULENTO | Gap Cuántico: 0.1735 | Load: 0.222
[OS:14935] TURBULENTO | Gap Cuántico: 0.1885 | Load: 0.225
[OS:14940] TURBULENTO | Gap Cuántico: 0.1957 | Load: 0.223
[OS:14945] TURBULENTO | Gap Cuántico: 0.2164 | Load: 0.223
[OS:14950] TURBULENTO | Gap Cuántico: 0.2303 | Load: 0.230
[OS:14955] TURBULENTO | Gap Cuántico: 0.2400 | Load: 0.238
[OS:14960] TURBULENTO | Gap Cuántico: 0.2349 | Load: 0.242
[OS:14965] TURBULENTO | Gap Cuántico: 0.2112 | Load: 0.240
[OS:14970] TURBULENTO | Gap Cuántico: 0.1876 | Load: 0.236
[OS:14975] TURBULENTO | Gap Cuántico: 0.1905 | Load: 0.221
[OS:14980] TURBULENTO | Gap Cuántico: 0.1879 | Load: 0.226
[OS:14985] TURBULENTO | Gap Cuántico: 0.2143 | Load: 0.234
[OS:14990] TURBULENTO | Gap Cuántico: 0.1762 | Load: 0.228
[OS:14995] TURBULENTO | Gap Cuántico: 0.1877 | Load: 0.235
[OS:15000] TURBULENTO | Gap Cuántico: 0.1894 | Load: 0.232
[OS:15005] TURBULENTO | Gap Cuántico: 0.1700 | Load: 0.223
[OS:15010] TURBULENTO | Gap Cuántico: 0.1859 | Load: 0.223
[OS:15015] TURBULENTO | Gap Cuántico: 0.2164 | Load: 0.231
[OS:15020] TURBULENTO | Gap Cuántico: 0.1748 | Load: 0.228
[OS:15025] TURBULENTO | Gap Cuántico: 0.2163 | Load: 0.232
[OS:15030] TURBULENTO | Gap Cuántico: 0.1902 | Load: 0.228
[OS:15035] TURBULENTO | Gap Cuántico: 0.1956 | Load: 0.227
[OS:15040] TURBULENTO | Gap Cuántico: 0.2239 | Load: 0.233
[OS:15045] TURBULENTO | Gap Cuántico: 0.1829 | Load: 0.230
[OS:15050] TURBULENTO | Gap Cuántico: 0.2419 | Load: 0.226
[OS:15055] TURBULENTO | Gap Cuántico: 0.2132 | Load: 0.228
[OS:15060] TURBULENTO | Gap Cuántico: 0.2116 | Load: 0.223
[OS:15065] TURBULENTO | Gap Cuántico: 0.2194 | Load: 0.229
[OS:15070] TURBULENTO | Gap Cuántico: 0.1936 | Load: 0.234
[OS:15075] TURBULENTO | Gap Cuántico: 0.1896 | Load: 0.234
[OS:15080] TURBULENTO | Gap Cuántico: 0.1946 | Load: 0.225
[OS:15085] TURBULENTO | Gap Cuántico: 0.1845 | Load: 0.228
[OS:15090] TURBULENTO | Gap Cuántico: 0.2031 | Load: 0.224
[OS:15095] TURBULENTO | Gap Cuántico: 0.2052 | Load: 0.222
[OS:15100] TURBULENTO | Gap Cuántico: 0.1866 | Load: 0.228
[OS:15105] TURBULENTO | Gap Cuántico: 0.1959 | Load: 0.229
[OS:15110] TURBULENTO | Gap Cuántico: 0.1948 | Load: 0.226
[OS:15115] TURBULENTO | Gap Cuántico: 0.2392 | Load: 0.237
[OS:15120] TURBULENTO | Gap Cuántico: 0.2171 | Load: 0.229
[OS:15125] TURBULENTO | Gap Cuántico: 0.1892 | Load: 0.228
[OS:15130] TURBULENTO | Gap Cuántico: 0.1850 | Load: 0.236
[OS:15135] TURBULENTO | Gap Cuántico: 0.1850 | Load: 0.235
[OS:15140] TURBULENTO | Gap Cuántico: 0.2369 | Load: 0.235
[OS:15145] TURBULENTO | Gap Cuántico: 0.1863 | Load: 0.236
[OS:15150] TURBULENTO | Gap Cuántico: 0.1962 | Load: 0.228
[OS:15155] TURBULENTO | Gap Cuántico: 0.2163 | Load: 0.231
[OS:15160] TURBULENTO | Gap Cuántico: 0.1866 | Load: 0.229
[OS:15165] TURBULENTO | Gap Cuántico: 0.1836 | Load: 0.234
[OS:15170] TURBULENTO | Gap Cuántico: 0.1767 | Load: 0.229
[OS:15175] TURBULENTO | Gap Cuántico: 0.2005 | Load: 0.239
[OS:15180] TURBULENTO | Gap Cuántico: 0.1959 | Load: 0.238
[OS:15185] TURBULENTO | Gap Cuántico: 0.2009 | Load: 0.236
[OS:15190] TURBULENTO | Gap Cuántico: 0.2423 | Load: 0.229
[OS:15195] TURBULENTO | Gap Cuántico: 0.1887 | Load: 0.234
[OS:15200] TURBULENTO | Gap Cuántico: 0.1837 | Load: 0.226
[OS:15205] TURBULENTO | Gap Cuántico: 0.1961 | Load: 0.223
[OS:15210] TURBULENTO | Gap Cuántico: 0.1779 | Load: 0.221
[OS:15215] TURBULENTO | Gap Cuántico: 0.1950 | Load: 0.232
[OS:15220] TURBULENTO | Gap Cuántico: 0.1949 | Load: 0.227
[OS:15225] TURBULENTO | Gap Cuántico: 0.1755 | Load: 0.228
[OS:15230] TURBULENTO | Gap Cuántico: 0.2406 | Load: 0.232
[OS:15235] TURBULENTO | Gap Cuántico: 0.1761 | Load: 0.233
[OS:15240] TURBULENTO | Gap Cuántico: 0.2370 | Load: 0.233
[OS:15245] TURBULENTO | Gap Cuántico: 0.2208 | Load: 0.232
[OS:15250] TURBULENTO | Gap Cuántico: 0.1827 | Load: 0.226
[OS:15255] TURBULENTO | Gap Cuántico: 0.1859 | Load: 0.232
[OS:15260] TURBULENTO | Gap Cuántico: 0.2170 | Load: 0.235
[OS:15265] TURBULENTO | Gap Cuántico: 0.1811 | Load: 0.225
[OS:15270] TURBULENTO | Gap Cuántico: 0.2264 | Load: 0.231
[OS:15275] TURBULENTO | Gap Cuántico: 0.1946 | Load: 0.233
[OS:15280] TURBULENTO | Gap Cuántico: 0.1755 | Load: 0.232
[OS:15285] TURBULENTO | Gap Cuántico: 0.2070 | Load: 0.227
[OS:15290] TURBULENTO | Gap Cuántico: 0.2309 | Load: 0.236
[OS:15295] TURBULENTO | Gap Cuántico: 0.2423 | Load: 0.236
[OS:15300] TURBULENTO | Gap Cuántico: 0.1763 | Load: 0.236
[OS:15305] TURBULENTO | Gap Cuántico: 0.2127 | Load: 0.234
[OS:15310] TURBULENTO | Gap Cuántico: 0.1961 | Load: 0.228
[OS:15315] TURBULENTO | Gap Cuántico: 0.2084 | Load: 0.230
[OS:15320] TURBULENTO | Gap Cuántico: 0.2365 | Load: 0.226
[OS:15325] TURBULENTO | Gap Cuántico: 0.2068 | Load: 0.234
[OS:15330] TURBULENTO | Gap Cuántico: 0.1894 | Load: 0.234
[OS:15335] TURBULENTO | Gap Cuántico: 0.2396 | Load: 0.230
[OS:15340] TURBULENTO | Gap Cuántico: 0.2255 | Load: 0.222
[OS:15345] TURBULENTO | Gap Cuántico: 0.1915 | Load: 0.232
[OS:15350] TURBULENTO | Gap Cuántico: 0.1823 | Load: 0.235
[OS:15355] TURBULENTO | Gap Cuántico: 0.2383 | Load: 0.232
[OS:15360] TURBULENTO | Gap Cuántico: 0.1801 | Load: 0.238
[OS:15365] TURBULENTO | Gap Cuántico: 0.1850 | Load: 0.225
[OS:15370] TURBULENTO | Gap Cuántico: 0.2284 | Load: 0.225
[OS:15375] TURBULENTO | Gap Cuántico: 0.1773 | Load: 0.233
[OS:15380] TURBULENTO | Gap Cuántico: 0.2389 | Load: 0.231
[OS:15385] TURBULENTO | Gap Cuántico: 0.2073 | Load: 0.234
[OS:15390] TURBULENTO | Gap Cuántico: 0.1913 | Load: 0.229
[OS:15395] TURBULENTO | Gap Cuántico: 0.2361 | Load: 0.236
[OS:15400] TURBULENTO | Gap Cuántico: 0.2340 | Load: 0.233
[OS:15405] TURBULENTO | Gap Cuántico: 0.2116 | Load: 0.235
[OS:15410] TURBULENTO | Gap Cuántico: 0.2012 | Load: 0.235
[OS:15415] TURBULENTO | Gap Cuántico: 0.1837 | Load: 0.229
[OS:15420] TURBULENTO | Gap Cuántico: 0.1779 | Load: 0.229
[OS:15425] TURBULENTO | Gap Cuántico: 0.2419 | Load: 0.234
[OS:15430] TURBULENTO | Gap Cuántico: 0.2159 | Load: 0.233
[OS:15435] TURBULENTO | Gap Cuántico: 0.2262 | Load: 0.227
[OS:15440] TURBULENTO | Gap Cuántico: 0.1842 | Load: 0.230
[OS:15445] TURBULENTO | Gap Cuántico: 0.2161 | Load: 0.225
